9
MPGb MPGa 0.100000 1.000000 1.000000
MPGa MPGe 0.100000 1.000000 1.000000
HGb HGa 0.100000 1.000000 1.000000
HGa MPGe 0.200000 1.000000 1.000000
HGa HGe 0.100000 1.000000 1.000000
PUD MPGe 5.00000 1.000000 1.000000
MPGstim MPGb 0.100000 10.000000 1.000000
HGstim HGb 0.100000 10.000000 1.000000
PUDstim PUD 0.100000 1.000000 1.000000
