9
afferent stim MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 0.0   
MPGinterneuron afferent MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 0.0   
HGinterneuron afferent MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 0.0   
MPGe MPGinterneuron MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 0.0    
HGe HGinterneuron MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 -80.0    
PUDe HGinterneuron MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 -80.0    
MPGe PUDe MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 -80.0    
afferent MPGe MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 0.0    
afferent HGe MyExp2Sid soma_list distance(x)>-1 distance(x)<10000 0.1 5.0 -80.0
